date,user,total_logons,total_logoffs,after_hours_logons,weekend_logons,usb_connects,files_accessed,files_copied_external,lexical_risk_score,flagged_terms,ae_score,lstm_score,if_score,risk_score,risk_level,shap_attributions
2026-08-14,USER_007,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0152,0.034,1.09,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.38, ""nlp_lexical"": 0.0}"
2026-08-01,USER_008,1,1,0,1,0.0,12,0,0.0,0,0.0327,0.0,0.5388,11.92,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.09, ""after_hours_logons"": 0.14, ""weekend_logons"": 9.94, ""usb_connects"": 0.57, ""files_accessed"": 1.04, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-03,USER_008,1,1,0,0,0.0,5,0,0.0,0,0.0012,0.0,0.2061,4.17,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 3.03, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_008,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0,0.034,0.71,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_008,1,1,0,0,0.0,13,0,0.0,0,1e-04,0.0036,0.0039,0.17,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.01, ""usb_connects"": 0.02, ""files_accessed"": 0.04, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.09, ""nlp_lexical"": 0.0}"
2026-08-06,USER_008,1,1,0,0,0.0,6,0,0.0,0,0.0011,0.0591,0.1128,3.77,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.63, ""files_accessed"": 1.16, ""files_copied_external"": 0.04, ""lstm_temporal"": 1.48, ""nlp_lexical"": 0.0}"
2026-08-07,USER_008,1,1,0,0,0.0,15,0,0.0,0,0.0,0.0528,0.0073,1.47,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.05, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 1.32, ""nlp_lexical"": 0.0}"
2026-08-08,USER_008,1,1,0,1,0.0,18,0,0.0,0,0.0323,1.0,0.7408,40.95,Medium,"{""total_logons"": 0.12, ""total_logoffs"": 0.1, ""after_hours_logons"": 0.17, ""weekend_logons"": 13.83, ""usb_connects"": 0.64, ""files_accessed"": 1.04, ""files_copied_external"": 0.04, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-10,USER_008,1,1,0,0,1.0,15,0,0.0,0,0.0002,0.0499,0.2633,6.52,Low,"{""total_logons"": 0.11, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.11, ""weekend_logons"": 0.26, ""usb_connects"": 4.11, ""files_accessed"": 0.64, ""files_copied_external"": 0.05, ""lstm_temporal"": 1.25, ""nlp_lexical"": 0.0}"
2026-08-11,USER_008,1,1,0,0,0.0,11,0,0.0,0,0.0003,0.0017,0.0302,0.66,Low,"{""total_logons"": 0.04, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.05, ""weekend_logons"": 0.1, ""usb_connects"": 0.24, ""files_accessed"": 0.17, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.04, ""nlp_lexical"": 0.0}"
2026-08-12,USER_008,1,1,0,0,0.0,12,0,0.0,0,0.0002,0.0,0.0,0.01,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.0, ""usb_connects"": 0.0, ""files_accessed"": 0.0, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-13,USER_008,1,1,0,0,0.0,11,0,0.0,0,0.0003,0.0349,0.0302,1.49,Low,"{""total_logons"": 0.04, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.05, ""weekend_logons"": 0.1, ""usb_connects"": 0.24, ""files_accessed"": 0.17, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.87, ""nlp_lexical"": 0.0}"
2026-08-14,USER_008,1,1,0,0,0.0,17,0,0.0,0,0.0003,0.0616,0.0264,2.08,Low,"{""total_logons"": 0.03, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.04, ""weekend_logons"": 0.09, ""usb_connects"": 0.22, ""files_accessed"": 0.14, ""files_copied_external"": 0.01, ""lstm_temporal"": 1.54, ""nlp_lexical"": 0.0}"
2026-08-03,USER_009,1,1,0,0,0.0,15,0,0.0,0,0.0,0.0,0.0073,0.15,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.05, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_009,1,1,0,0,0.0,12,0,0.0,0,0.0002,0.0,0.0,0.01,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.0, ""usb_connects"": 0.0, ""files_accessed"": 0.0, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_009,1,1,0,0,0.0,14,0,0.0,0,0.0,0.0,0.0143,0.29,Low,"{""total_logons"": 0.02, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.02, ""weekend_logons"": 0.04, ""usb_connects"": 0.1, ""files_accessed"": 0.11, ""files_copied_external"": 0.01, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_009,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.8675,0.034,22.4,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 21.69, ""nlp_lexical"": 0.0}"
2026-08-07,USER_009,1,1,0,0,0.0,12,0,0.0,0,0.0002,0.0,0.0,0.01,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.0, ""usb_connects"": 0.0, ""files_accessed"": 0.0, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-10,USER_009,1,1,0,0,0.0,8,0,0.0,0,0.0008,0.5858,0.0454,15.58,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 0.44, ""files_accessed"": 0.09, ""files_copied_external"": 0.03, ""lstm_temporal"": 14.64, ""nlp_lexical"": 0.0}"
2026-08-11,USER_009,1,1,0,0,0.0,18,0,0.0,0,0.0004,0.9283,0.0472,24.17,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.22, ""usb_connects"": 0.54, ""files_accessed"": 0.0, ""files_copied_external"": 0.03, ""lstm_temporal"": 23.21, ""nlp_lexical"": 0.0}"
2026-08-12,USER_009,1,1,0,0,0.0,13,0,0.0,0,1e-04,0.0167,0.0039,0.5,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.01, ""usb_connects"": 0.02, ""files_accessed"": 0.04, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.42, ""nlp_lexical"": 0.0}"
2026-08-13,USER_009,1,1,0,0,0.0,15,0,0.0,0,0.0,0.2184,0.0073,5.61,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.05, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 5.46, ""nlp_lexical"": 0.0}"
2026-08-14,USER_009,1,1,0,0,0.0,18,0,0.0,0,0.0004,1.0,0.0472,25.96,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.22, ""usb_connects"": 0.54, ""files_accessed"": 0.0, ""files_copied_external"": 0.03, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-03,USER_010,1,1,0,0,0.0,18,0,0.0,0,0.0004,0.0,0.0472,0.96,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.22, ""usb_connects"": 0.54, ""files_accessed"": 0.0, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_010,1,1,0,0,0.0,13,0,0.0,0,1e-04,0.0,0.0039,0.08,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.01, ""usb_connects"": 0.02, ""files_accessed"": 0.04, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_010,1,1,0,0,1.0,14,0,0.0,0,0.0003,0.0,0.2465,4.94,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.11, ""weekend_logons"": 0.25, ""usb_connects"": 3.74, ""files_accessed"": 0.69, ""files_copied_external"": 0.05, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_010,1,1,0,0,0.0,19,0,0.0,0,0.0006,0.0681,0.1104,3.93,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 1.12, ""files_copied_external"": 0.04, ""lstm_temporal"": 1.7, ""nlp_lexical"": 0.0}"
2026-08-07,USER_010,1,1,0,0,1.0,20,0,0.0,0,0.0002,1.0,0.3054,31.12,Low,"{""total_logons"": 0.14, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.14, ""weekend_logons"": 0.32, ""usb_connects"": 4.69, ""files_accessed"": 0.77, ""files_copied_external"": 0.06, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-10,USER_010,1,1,0,0,0.0,9,0,0.0,0,0.0007,0.0491,0.0431,2.11,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.18, ""usb_connects"": 0.4, ""files_accessed"": 0.12, ""files_copied_external"": 0.03, ""lstm_temporal"": 1.23, ""nlp_lexical"": 0.0}"
2026-08-11,USER_010,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0971,0.034,3.14,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 2.43, ""nlp_lexical"": 0.0}"
2026-08-12,USER_010,1,1,0,0,0.0,17,0,0.0,0,0.0003,0.0325,0.0264,1.35,Low,"{""total_logons"": 0.03, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.04, ""weekend_logons"": 0.09, ""usb_connects"": 0.22, ""files_accessed"": 0.14, ""files_copied_external"": 0.01, ""lstm_temporal"": 0.81, ""nlp_lexical"": 0.0}"
2026-08-13,USER_010,1,1,0,0,0.0,13,0,0.0,0,1e-04,0.0,0.0039,0.08,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.01, ""usb_connects"": 0.02, ""files_accessed"": 0.04, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-14,USER_010,1,1,0,0,0.0,15,0,0.0,0,0.0,0.0064,0.0073,0.31,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.05, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.16, ""nlp_lexical"": 0.0}"
2026-08-03,USER_011,1,1,0,0,0.0,12,0,0.0,0,0.0002,0.0,0.0,0.01,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.0, ""usb_connects"": 0.0, ""files_accessed"": 0.0, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_011,1,1,0,0,1.0,13,0,0.0,0,0.0004,0.0,0.2002,4.02,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 2.67, ""files_accessed"": 0.94, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_011,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0,0.034,0.71,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_011,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0309,0.034,1.48,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.77, ""nlp_lexical"": 0.0}"
2026-08-07,USER_011,1,1,0,0,1.0,19,0,0.0,0,1e-04,1.0,0.3628,32.26,Low,"{""total_logons"": 0.13, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.31, ""usb_connects"": 4.97, ""files_accessed"": 1.67, ""files_copied_external"": 0.06, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-10,USER_011,1,1,0,0,0.0,9,0,0.0,0,0.0007,0.0,0.0431,0.88,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.18, ""usb_connects"": 0.4, ""files_accessed"": 0.12, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-11,USER_011,1,1,0,0,0.0,8,0,0.0,0,0.0008,0.0124,0.0454,1.25,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 0.44, ""files_accessed"": 0.09, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.31, ""nlp_lexical"": 0.0}"
2026-08-12,USER_011,1,1,0,0,0.0,5,0,0.0,0,0.0012,0.0995,0.2061,6.65,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 3.03, ""files_copied_external"": 0.04, ""lstm_temporal"": 2.49, ""nlp_lexical"": 0.0}"
2026-08-13,USER_011,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0321,0.034,1.52,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.8, ""nlp_lexical"": 0.0}"
2026-08-14,USER_011,1,1,0,0,0.0,5,0,0.0,0,0.0012,0.095,0.2061,6.54,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 3.03, ""files_copied_external"": 0.04, ""lstm_temporal"": 2.38, ""nlp_lexical"": 0.0}"
2026-08-03,USER_012,1,1,0,0,0.0,6,0,0.0,0,0.0011,0.0,0.1128,2.29,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.63, ""files_accessed"": 1.16, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_012,1,1,0,0,0.0,5,0,0.0,0,0.0012,0.0,0.2061,4.17,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 3.03, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_012,1,1,0,0,0.0,14,0,0.0,0,0.0,0.0,0.0143,0.29,Low,"{""total_logons"": 0.02, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.02, ""weekend_logons"": 0.04, ""usb_connects"": 0.1, ""files_accessed"": 0.11, ""files_copied_external"": 0.01, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_012,1,1,0,0,0.0,11,0,0.0,0,0.0003,0.0,0.0302,0.61,Low,"{""total_logons"": 0.04, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.05, ""weekend_logons"": 0.1, ""usb_connects"": 0.24, ""files_accessed"": 0.17, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-07,USER_012,1,1,0,0,0.0,17,0,0.0,0,0.0003,0.0758,0.0264,2.43,Low,"{""total_logons"": 0.03, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.04, ""weekend_logons"": 0.09, ""usb_connects"": 0.22, ""files_accessed"": 0.14, ""files_copied_external"": 0.01, ""lstm_temporal"": 1.89, ""nlp_lexical"": 0.0}"
2026-08-10,USER_012,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0534,0.034,2.05,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 1.34, ""nlp_lexical"": 0.0}"
2026-08-11,USER_012,1,1,0,0,0.0,10,0,0.0,0,0.0005,0.0061,0.0414,1.0,Low,"{""total_logons"": 0.06, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.16, ""usb_connects"": 0.39, ""files_accessed"": 0.13, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.15, ""nlp_lexical"": 0.0}"
2026-08-12,USER_012,1,1,0,0,1.0,20,0,0.0,0,0.0002,1.0,0.3054,31.12,Low,"{""total_logons"": 0.14, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.14, ""weekend_logons"": 0.32, ""usb_connects"": 4.69, ""files_accessed"": 0.77, ""files_copied_external"": 0.06, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-13,USER_012,1,1,0,0,0.0,16,0,0.0,0,1e-04,0.0108,0.0081,0.44,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.06, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.27, ""nlp_lexical"": 0.0}"
2026-08-14,USER_012,1,1,0,0,0.0,16,0,0.0,0,1e-04,0.0249,0.0081,0.79,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.06, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.62, ""nlp_lexical"": 0.0}"
2026-08-03,USER_013,1,1,0,0,0.0,5,0,0.0,0,0.0012,0.0,0.2061,4.17,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 3.03, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_013,1,1,0,0,0.0,9,0,0.0,0,0.0007,0.0,0.0431,0.88,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.18, ""usb_connects"": 0.4, ""files_accessed"": 0.12, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_013,1,1,0,0,0.0,6,0,0.0,0,0.0011,0.0,0.1128,2.29,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.63, ""files_accessed"": 1.16, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_013,1,1,0,0,1.0,10,0,0.0,0,0.0008,1.0,0.2704,30.44,Low,"{""total_logons"": 0.12, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.13, ""weekend_logons"": 0.31, ""usb_connects"": 4.52, ""files_accessed"": 0.29, ""files_copied_external"": 0.06, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-07,USER_013,1,1,0,0,0.0,6,0,0.0,0,0.0011,0.0242,0.1128,2.9,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.63, ""files_accessed"": 1.16, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.61, ""nlp_lexical"": 0.0}"
2026-08-10,USER_013,1,1,0,0,0.0,8,0,0.0,0,0.0008,0.0142,0.0454,1.29,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 0.44, ""files_accessed"": 0.09, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.35, ""nlp_lexical"": 0.0}"
2026-08-11,USER_013,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0656,0.034,2.35,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 1.64, ""nlp_lexical"": 0.0}"
2026-08-12,USER_013,1,1,0,0,0.0,17,0,0.0,0,0.0003,0.241,0.0264,6.56,Low,"{""total_logons"": 0.03, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.04, ""weekend_logons"": 0.09, ""usb_connects"": 0.22, ""files_accessed"": 0.14, ""files_copied_external"": 0.01, ""lstm_temporal"": 6.03, ""nlp_lexical"": 0.0}"
2026-08-13,USER_013,1,1,0,0,1.0,11,0,0.0,0,0.0006,0.9693,0.253,29.31,Low,"{""total_logons"": 0.11, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.28, ""usb_connects"": 3.98, ""files_accessed"": 0.54, ""files_copied_external"": 0.05, ""lstm_temporal"": 24.23, ""nlp_lexical"": 0.0}"
2026-08-14,USER_013,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0,0.034,0.71,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-03,USER_014,1,1,0,0,0.0,8,0,0.0,0,0.0008,0.0,0.0454,0.94,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 0.44, ""files_accessed"": 0.09, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_014,1,1,0,0,0.0,9,0,0.0,0,0.0007,0.0,0.0431,0.88,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.18, ""usb_connects"": 0.4, ""files_accessed"": 0.12, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_014,1,1,0,0,0.0,19,0,0.0,0,0.0006,0.0,0.1104,2.23,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 1.12, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_014,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0802,0.034,2.72,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 2.01, ""nlp_lexical"": 0.0}"
2026-08-07,USER_014,1,1,0,0,0.0,15,0,0.0,0,0.0,0.0,0.0073,0.15,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.05, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-10,USER_014,1,1,0,0,0.0,16,0,0.0,0,1e-04,0.0182,0.0081,0.62,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.06, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.46, ""nlp_lexical"": 0.0}"
2026-08-11,USER_014,1,1,0,0,0.0,17,0,0.0,0,0.0003,0.0438,0.0264,1.63,Low,"{""total_logons"": 0.03, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.04, ""weekend_logons"": 0.09, ""usb_connects"": 0.22, ""files_accessed"": 0.14, ""files_copied_external"": 0.01, ""lstm_temporal"": 1.09, ""nlp_lexical"": 0.0}"
2026-08-12,USER_014,1,1,0,0,0.0,18,0,0.0,0,0.0004,0.0782,0.0472,2.91,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.22, ""usb_connects"": 0.54, ""files_accessed"": 0.0, ""files_copied_external"": 0.03, ""lstm_temporal"": 1.95, ""nlp_lexical"": 0.0}"
2026-08-13,USER_014,1,1,0,0,1.0,12,0,0.0,0,0.0005,1.0,0.2013,29.04,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 2.68, ""files_accessed"": 0.95, ""files_copied_external"": 0.04, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
